VEIC,LAT,LON,DTHR,COD_LINHA,LAT.LON
AA005,"-25,398433","-49,211905",20/10/2015 18:53:17,812,"-25.398433"
AA005,"-25,398546","-49,211925",20/10/2015 18:43:16,812,"-25.398546"
AA005,"-25,398448","-49,21203",20/10/2015 18:33:15,812,"-25.398448"
AA005,"-25,398323","-49,212036",20/10/2015 18:23:14,812,"-25.398323"
AA005,"-25,398595","-49,21202",20/10/2015 18:16:46,812,"-25.398595"
AA005,"-25,398325","-49,211991",20/10/2015 18:11:12,812,"-25.398325"
AA005,"-25,398426","-49,212041",20/10/2015 18:01:11,812,"-25.398426"
AA005,"-25,398416","-49,21201",20/10/2015 17:51:10,812,"-25.398416"
AA005,"-25,398405","-49,211986",20/10/2015 17:41:09,812,"-25.398405"
AA005,"-25,398416","-49,212013",20/10/2015 17:31:08,812,"-25.398416"
AA005,"-25,398566","-49,211908",20/10/2015 17:27:14,812,"-25.398566"
AA005,"-25,398833","-49,211995",20/10/2015 17:27:03,812,"-25.398833"
AA005,"-25,399021","-49,212245",20/10/2015 17:26:52,812,"-25.399021"
AA005,"-25,39901","-49,212556",20/10/2015 17:26:43,812,"-25.39901"
AA005,"-25,39877","-49,212725",20/10/2015 17:22:12,812,"-25.39877"
AA005,"-25,398505","-49,212666",20/10/2015 17:19:38,812,"-25.398505"
AA005,"-25,398743","-49,212503",20/10/2015 17:19:05,812,"-25.398743"
AA005,"-25,398571","-49,212733",20/10/2015 17:17:17,812,"-25.398571"
AA005,"-25,39884","-49,2127",20/10/2015 17:11:45,812,"-25.39884"
AA005,"-25,399045","-49,212913",20/10/2015 17:09:50,812,"-25.399045"
AA005,"-25,398806","-49,213056",20/10/2015 17:06:37,812,"-25.398806"
AA005,"-25,398601","-49,213053",20/10/2015 17:06:17,812,"-25.398601"
AA005,"-25,398776","-49,21279",20/10/2015 17:06:09,812,"-25.398776"
AA005,"-25,399008","-49,21256",20/10/2015 17:06:03,812,"-25.399008"
AA005,"-25,399053","-49,212261",20/10/2015 17:05:57,812,"-25.399053"
AA005,"-25,398781","-49,21218",20/10/2015 17:05:44,812,"-25.398781"
AA005,"-25,398491","-49,212215",20/10/2015 17:05:35,812,"-25.398491"
AA005,"-25,398368","-49,212056",20/10/2015 17:04:40,812,"-25.398368"
AA005,"-25,398376","-49,212058",20/10/2015 16:54:39,812,"-25.398376"
AA005,"-25,39843","-49,21208",20/10/2015 16:44:38,812,"-25.39843"
AA005,"-25,398385","-49,212101",20/10/2015 16:34:37,812,"-25.398385"
AA005,"-25,398398","-49,212085",20/10/2015 16:24:36,812,"-25.398398"
AA005,"-25,398388","-49,212108",20/10/2015 16:14:35,812,"-25.398388"
AA005,"-25,398303","-49,212148",20/10/2015 16:04:34,812,"-25.398303"
AA005,"-25,39803","-49,21218",20/10/2015 16:03:22,812,"-25.39803"
AA005,"-25,398295","-49,212101",20/10/2015 16:01:11,812,"-25.398295"
AA005,"-25,407501","-49,218888",20/10/2015 08:39:56,812,"-25.407501"
AA005,"-25,408313","-49,219223",20/10/2015 08:38:55,812,"-25.408313"
AA005,"-25,408466","-49,219288",20/10/2015 08:38:52,812,"-25.408466"
AA005,"-25,411121","-49,220478",20/10/2015 08:38:28,812,"-25.411121"
AA005,"-25,413006","-49,221373",20/10/2015 08:38:08,812,"-25.413006"
AA005,"-25,413278","-49,221505",20/10/2015 08:38:04,812,"-25.413278"
AA005,"-25,413555","-49,22144",20/10/2015 08:37:57,812,"-25.413555"
AA005,"-25,413495","-49,221131",20/10/2015 08:37:52,812,"-25.413495"
AA005,"-25,413233","-49,221046",20/10/2015 08:37:46,812,"-25.413233"
AA005,"-25,4122","-49,221528",20/10/2015 08:37:36,812,"-25.4122"
AA005,"-25,4104","-49,222443",20/10/2015 08:37:13,812,"-25.4104"
AA005,"-25,410088","-49,222596",20/10/2015 08:37:08,812,"-25.410088"
AA005,"-25,409843","-49,222761",20/10/2015 08:35:51,812,"-25.409843"
AA005,"-25,409451","-49,222805",20/10/2015 08:35:44,812,"-25.409451"
AA005,"-25,409168","-49,222823",20/10/2015 08:35:40,812,"-25.409168"
AA005,"-25,40914","-49,222041",20/10/2015 08:35:30,812,"-25.40914"
AA005,"-25,409193","-49,221705",20/10/2015 08:35:25,812,"-25.409193"
AA005,"-25,409103","-49,22141",20/10/2015 08:35:16,812,"-25.409103"
AA005,"-25,408806","-49,22137",20/10/2015 08:34:28,812,"-25.408806"
AA005,"-25,408695","-49,221375",20/10/2015 08:34:25,812,"-25.408695"
AA005,"-25,405993","-49,221361",20/10/2015 08:34:01,812,"-25.405993"
AA005,"-25,405668","-49,221368",20/10/2015 08:33:58,812,"-25.405668"
AA005,"-25,40536","-49,221325",20/10/2015 08:33:55,812,"-25.40536"
AA005,"-25,405063","-49,22118",20/10/2015 08:33:52,812,"-25.405063"
AA005,"-25,404493","-49,22031",20/10/2015 08:33:44,812,"-25.404493"
AA005,"-25,404361","-49,220045",20/10/2015 08:33:42,812,"-25.404361"
AA005,"-25,404196","-49,219805",20/10/2015 08:33:40,812,"-25.404196"
AA005,"-25,403888","-49,219538",20/10/2015 08:33:37,812,"-25.403888"
AA005,"-25,403521","-49,219373",20/10/2015 08:33:34,812,"-25.403521"
AA005,"-25,403145","-49,219351",20/10/2015 08:33:31,812,"-25.403145"
AA005,"-25,40257","-49,219596",20/10/2015 08:33:26,812,"-25.40257"
AA005,"-25,40224","-49,219801",20/10/2015 08:33:23,812,"-25.40224"
AA005,"-25,401328","-49,219811",20/10/2015 08:33:16,812,"-25.401328"
AA005,"-25,400936","-49,21975",20/10/2015 08:33:13,812,"-25.400936"
AA005,"-25,400576","-49,219823",20/10/2015 08:33:10,812,"-25.400576"
AA005,"-25,400281","-49,220023",20/10/2015 08:33:07,812,"-25.400281"
AA005,"-25,400063","-49,220308",20/10/2015 08:33:04,812,"-25.400063"
AA005,"-25,3999","-49,220611",20/10/2015 08:33:01,812,"-25.3999"
AA005,"-25,399653","-49,220806",20/10/2015 08:32:58,812,"-25.399653"
AA005,"-25,399363","-49,220886",20/10/2015 08:32:55,812,"-25.399363"
AA005,"-25,39865","-49,221896",20/10/2015 08:32:38,812,"-25.39865"
AA005,"-25,397716","-49,223746",20/10/2015 08:32:16,812,"-25.397716"
AA005,"-25,397555","-49,224045",20/10/2015 08:32:13,812,"-25.397555"
AA005,"-25,396895","-49,224905",20/10/2015 08:32:04,812,"-25.396895"
AA005,"-25,396475","-49,225345",20/10/2015 08:31:59,812,"-25.396475"
AA005,"-25,393875","-49,227498",20/10/2015 08:31:20,812,"-25.393875"
AA005,"-25,393658","-49,227681",20/10/2015 08:31:16,812,"-25.393658"
AA005,"-25,393471","-49,227923",20/10/2015 08:31:08,812,"-25.393471"
AA005,"-25,393733","-49,228323",20/10/2015 08:31:02,812,"-25.393733"
AA005,"-25,393951","-49,22865",20/10/2015 08:30:58,812,"-25.393951"
AA005,"-25,394253","-49,229133",20/10/2015 08:30:51,812,"-25.394253"
AA005,"-25,394368","-49,22931",20/10/2015 08:30:28,812,"-25.394368"
AA005,"-25,394413","-49,229388",20/10/2015 08:30:26,812,"-25.394413"
AA005,"-25,39484","-49,230031",20/10/2015 08:30:19,812,"-25.39484"
AA005,"-25,394906","-49,23013",20/10/2015 08:30:18,812,"-25.394906"
AA005,"-25,395135","-49,230488",20/10/2015 08:30:14,812,"-25.395135"
AA005,"-25,395451","-49,230973",20/10/2015 08:30:07,812,"-25.395451"
AA005,"-25,395568","-49,231153",20/10/2015 08:29:45,812,"-25.395568"
AA005,"-25,395656","-49,231301",20/10/2015 08:29:41,812,"-25.395656"
AA005,"-25,395878","-49,231631",20/10/2015 08:29:37,812,"-25.395878"
AA005,"-25,396383","-49,232423",20/10/2015 08:29:30,812,"-25.396383"
AA005,"-25,396906","-49,233226",20/10/2015 08:29:23,812,"-25.396906"
AA005,"-25,397435","-49,234006",20/10/2015 08:29:16,812,"-25.397435"
AA005,"-25,397646","-49,234318",20/10/2015 08:29:13,812,"-25.397646"
AA005,"-25,397998","-49,234843",20/10/2015 08:29:08,812,"-25.397998"
AA005,"-25,39814","-49,235053",20/10/2015 08:29:06,812,"-25.39814"
AA005,"-25,398556","-49,235651",20/10/2015 08:29:00,812,"-25.398556"
AA005,"-25,398741","-49,23592",20/10/2015 08:28:57,812,"-25.398741"
AA005,"-25,398961","-49,236218",20/10/2015 08:28:53,812,"-25.398961"
AA005,"-25,39892","-49,236548",20/10/2015 08:28:48,812,"-25.39892"
AA005,"-25,398488","-49,236866",20/10/2015 08:28:42,812,"-25.398488"
AA005,"-25,398306","-49,237",20/10/2015 08:28:39,812,"-25.398306"
AA005,"-25,397941","-49,237326",20/10/2015 08:27:38,812,"-25.397941"
AA005,"-25,397856","-49,237408",20/10/2015 08:27:35,812,"-25.397856"
AA005,"-25,397611","-49,237618",20/10/2015 08:27:31,812,"-25.397611"
AA005,"-25,397533","-49,237683",20/10/2015 08:27:30,812,"-25.397533"
AA005,"-25,396885","-49,2382",20/10/2015 08:27:22,812,"-25.396885"
AA005,"-25,396811","-49,238256",20/10/2015 08:27:21,812,"-25.396811"
AA005,"-25,396355","-49,238615",20/10/2015 08:27:14,812,"-25.396355"
AA005,"-25,395605","-49,23919",20/10/2015 08:27:06,812,"-25.395605"
AA005,"-25,394848","-49,239783",20/10/2015 08:26:58,812,"-25.394848"
AA005,"-25,394771","-49,239845",20/10/2015 08:26:57,812,"-25.394771"
AA005,"-25,39454","-49,240051",20/10/2015 08:26:53,812,"-25.39454"
AA005,"-25,394401","-49,240311",20/10/2015 08:26:00,812,"-25.394401"
AA005,"-25,39411","-49,240696",20/10/2015 08:25:53,812,"-25.39411"
AA005,"-25,393975","-49,240878",20/10/2015 08:25:50,812,"-25.393975"
AA005,"-25,393691","-49,241218",20/10/2015 08:25:11,812,"-25.393691"
AA005,"-25,393518","-49,24145",20/10/2015 08:25:05,812,"-25.393518"
AA005,"-25,393258","-49,241601",20/10/2015 08:24:46,812,"-25.393258"
AA005,"-25,39313","-49,24149",20/10/2015 08:24:41,812,"-25.39313"
AA005,"-25,393188","-49,241185",20/10/2015 08:24:34,812,"-25.393188"
AA005,"-25,393285","-49,241036",20/10/2015 08:21:36,812,"-25.393285"
AA005,"-25,393435","-49,240871",20/10/2015 08:21:28,812,"-25.393435"
AA005,"-25,393708","-49,240993",20/10/2015 08:21:21,812,"-25.393708"
AA005,"-25,394008","-49,240708",20/10/2015 08:21:13,812,"-25.394008"
AA005,"-25,394335","-49,240283",20/10/2015 08:21:06,812,"-25.394335"
AA005,"-25,394543","-49,24001",20/10/2015 08:21:00,812,"-25.394543"
AA005,"-25,394721","-49,239823",20/10/2015 08:20:37,812,"-25.394721"
AA005,"-25,394811","-49,239743",20/10/2015 08:20:32,812,"-25.394811"
AA005,"-25,394986","-49,239631",20/10/2015 08:20:28,812,"-25.394986"
AA005,"-25,395195","-49,2395",20/10/2015 08:20:07,812,"-25.395195"
AA005,"-25,39523","-49,239476",20/10/2015 08:20:04,812,"-25.39523"
AA005,"-25,395498","-49,239275",20/10/2015 08:19:59,812,"-25.395498"
AA005,"-25,395565","-49,239223",20/10/2015 08:19:58,812,"-25.395565"
AA005,"-25,396736","-49,238345",20/10/2015 08:19:42,812,"-25.396736"
AA005,"-25,396855","-49,238258",20/10/2015 08:19:40,812,"-25.396855"
AA005,"-25,396906","-49,238218",20/10/2015 08:19:39,812,"-25.396906"
AA005,"-25,397123","-49,237973",20/10/2015 08:19:23,812,"-25.397123"
AA005,"-25,397458","-49,237721",20/10/2015 08:19:16,812,"-25.397458"
AA005,"-25,397523","-49,237673",20/10/2015 08:19:15,812,"-25.397523"
AA005,"-25,397766","-49,237455",20/10/2015 08:19:11,812,"-25.397766"
AA005,"-25,39782","-49,2374",20/10/2015 08:19:10,812,"-25.39782"
AA005,"-25,398085","-49,237171",20/10/2015 08:19:04,812,"-25.398085"
AA005,"-25,398016","-49,23694",20/10/2015 08:18:53,812,"-25.398016"
AA005,"-25,39778","-49,236578",20/10/2015 08:18:36,812,"-25.39778"
AA005,"-25,397676","-49,236431",20/10/2015 08:18:32,812,"-25.397676"
AA005,"-25,397511","-49,236163",20/10/2015 08:18:22,812,"-25.397511"
AA005,"-25,397973","-49,235685",20/10/2015 08:18:11,812,"-25.397973"
AA005,"-25,398243","-49,235481",20/10/2015 08:18:05,812,"-25.398243"
AA005,"-25,398161","-49,235185",20/10/2015 08:18:00,812,"-25.398161"
AA005,"-25,39796","-49,23488",20/10/2015 08:17:56,812,"-25.39796"
AA005,"-25,397653","-49,234403",20/10/2015 08:17:50,812,"-25.397653"
AA005,"-25,397475","-49,234128",20/10/2015 08:17:46,812,"-25.397475"
AA005,"-25,396991","-49,233341",20/10/2015 08:17:38,812,"-25.396991"
AA005,"-25,39648","-49,232575",20/10/2015 08:17:31,812,"-25.39648"
AA005,"-25,39641","-49,23247",20/10/2015 08:17:30,812,"-25.39641"
AA005,"-25,395971","-49,231796",20/10/2015 08:17:24,812,"-25.395971"
AA005,"-25,39549","-49,231078",20/10/2015 08:17:18,812,"-25.39549"
AA005,"-25,394931","-49,230206",20/10/2015 08:17:10,812,"-25.394931"
AA005,"-25,394865","-49,230105",20/10/2015 08:17:09,812,"-25.394865"
AA005,"-25,394363","-49,229348",20/10/2015 08:17:00,812,"-25.394363"
AA005,"-25,39424","-49,229175",20/10/2015 08:16:57,812,"-25.39424"
AA005,"-25,393956","-49,228755",20/10/2015 08:16:39,812,"-25.393956"
AA005,"-25,393715","-49,22837",20/10/2015 08:16:32,812,"-25.393715"
AA005,"-25,393063","-49,227353",20/10/2015 08:16:07,812,"-25.393063"
AA005,"-25,392753","-49,2269",20/10/2015 08:15:59,812,"-25.392753"
AA005,"-25,392685","-49,226796",20/10/2015 08:15:57,812,"-25.392685"
AA005,"-25,39251","-49,226561",20/10/2015 08:15:51,812,"-25.39251"
AA005,"-25,39247","-49,226481",20/10/2015 08:15:43,812,"-25.39247"
AA005,"-25,39239","-49,226385",20/10/2015 08:15:40,812,"-25.39239"
AA005,"-25,392195","-49,22604",20/10/2015 08:15:36,812,"-25.392195"
AA005,"-25,39167","-49,225195",20/10/2015 08:15:27,812,"-25.39167"
AA005,"-25,391411","-49,224811",20/10/2015 08:15:22,812,"-25.391411"
AA005,"-25,391263","-49,224606",20/10/2015 08:15:18,812,"-25.391263"
AA005,"-25,39111","-49,224411",20/10/2015 08:15:11,812,"-25.39111"
AA005,"-25,391108","-49,224405",20/10/2015 08:15:06,812,"-25.391108"
AA005,"-25,391111","-49,224405",20/10/2015 08:15:03,812,"-25.391111"
AA005,"-25,391091","-49,224363",20/10/2015 08:15:01,812,"-25.391091"
AA005,"-25,390883","-49,224043",20/10/2015 08:14:55,812,"-25.390883"
AA005,"-25,390568","-49,22354",20/10/2015 08:14:46,812,"-25.390568"
AA005,"-25,390385","-49,223275",20/10/2015 08:14:41,812,"-25.390385"
AA005,"-25,390138","-49,223065",20/10/2015 08:14:37,812,"-25.390138"
AA005,"-25,389665","-49,223091",20/10/2015 08:14:30,812,"-25.389665"
AA005,"-25,389486","-49,223123",20/10/2015 08:14:11,812,"-25.389486"
AA005,"-25,389231","-49,223176",20/10/2015 08:14:06,812,"-25.389231"
AA005,"-25,38887","-49,223198",20/10/2015 08:14:02,812,"-25.38887"
AA005,"-25,388773","-49,223213",20/10/2015 08:14:01,812,"-25.388773"
AA005,"-25,388471","-49,223195",20/10/2015 08:13:58,812,"-25.388471"
AA005,"-25,388228","-49,223008",20/10/2015 08:13:55,812,"-25.388228"
AA005,"-25,38801","-49,22274",20/10/2015 08:13:52,812,"-25.38801"
AA005,"-25,387898","-49,222428",20/10/2015 08:13:49,812,"-25.387898"
AA005,"-25,387821","-49,221981",20/10/2015 08:13:43,812,"-25.387821"
AA005,"-25,387793","-49,221831",20/10/2015 08:13:36,812,"-25.387793"
AA005,"-25,387788","-49,221648",20/10/2015 08:13:31,812,"-25.387788"
AA005,"-25,387791","-49,221343",20/10/2015 08:13:25,812,"-25.387791"
AA005,"-25,387786","-49,221288",20/10/2015 08:13:24,812,"-25.387786"
AA005,"-25,387768","-49,22095",20/10/2015 08:13:20,812,"-25.387768"
AA005,"-25,387753","-49,220638",20/10/2015 08:13:17,812,"-25.387753"
AA005,"-25,387678","-49,220331",20/10/2015 08:13:14,812,"-25.387678"
AA005,"-25,38743","-49,21993",20/10/2015 08:13:09,812,"-25.38743"
AA005,"-25,387203","-49,219626",20/10/2015 08:13:05,812,"-25.387203"
AA005,"-25,387096","-49,219333",20/10/2015 08:13:01,812,"-25.387096"
AA005,"-25,387073","-49,219106",20/10/2015 08:12:42,812,"-25.387073"
AA005,"-25,387115","-49,21897",20/10/2015 08:12:38,812,"-25.387115"
AA005,"-25,387133","-49,218638",20/10/2015 08:12:34,812,"-25.387133"
AA005,"-25,387023","-49,218255",20/10/2015 08:12:30,812,"-25.387023"
AA005,"-25,386911","-49,217933",20/10/2015 08:12:27,812,"-25.386911"
AA005,"-25,386905","-49,217566",20/10/2015 08:12:24,812,"-25.386905"
AA005,"-25,386921","-49,21745",20/10/2015 08:12:23,812,"-25.386921"
AA005,"-25,38706","-49,216575",20/10/2015 08:12:14,812,"-25.38706"
AA005,"-25,38709","-49,216433",20/10/2015 08:12:12,812,"-25.38709"
AA005,"-25,387131","-49,21612",20/10/2015 08:12:04,812,"-25.387131"
AA005,"-25,387248","-49,215853",20/10/2015 08:11:41,812,"-25.387248"
AA005,"-25,387206","-49,215593",20/10/2015 08:11:26,812,"-25.387206"
AA005,"-25,387215","-49,215545",20/10/2015 08:11:25,812,"-25.387215"
AA005,"-25,387293","-49,215193",20/10/2015 08:11:20,812,"-25.387293"
AA005,"-25,387476","-49,214471",20/10/2015 08:11:14,812,"-25.387476"
AA005,"-25,387541","-49,214188",20/10/2015 08:11:12,812,"-25.387541"
AA005,"-25,38769","-49,213521",20/10/2015 08:11:07,812,"-25.38769"
AA005,"-25,387826","-49,213095",20/10/2015 08:11:03,812,"-25.387826"
AA005,"-25,387851","-49,212985",20/10/2015 08:11:02,812,"-25.387851"
AA005,"-25,388055","-49,21158",20/10/2015 08:10:47,812,"-25.388055"
AA005,"-25,388123","-49,21096",20/10/2015 08:10:35,812,"-25.388123"
AA005,"-25,38817","-49,21046",20/10/2015 08:10:16,812,"-25.38817"
AA005,"-25,388171","-49,21044",20/10/2015 08:10:15,812,"-25.388171"
AA005,"-25,388243","-49,209985",20/10/2015 08:10:06,812,"-25.388243"
AA005,"-25,388263","-49,209845",20/10/2015 08:10:04,812,"-25.388263"
AA005,"-25,388313","-49,209473",20/10/2015 08:09:59,812,"-25.388313"
AA005,"-25,388326","-49,209111",20/10/2015 08:09:55,812,"-25.388326"
AA005,"-25,38827","-49,208813",20/10/2015 08:09:52,812,"-25.38827"
AA005,"-25,388121","-49,208476",20/10/2015 08:09:48,812,"-25.388121"
AA005,"-25,387006","-49,2071",20/10/2015 08:09:29,812,"-25.387006"
AA005,"-25,386768","-49,206863",20/10/2015 08:09:26,812,"-25.386768"
AA005,"-25,386348","-49,206458",20/10/2015 08:09:21,812,"-25.386348"
AA005,"-25,386175","-49,206296",20/10/2015 08:09:19,812,"-25.386175"
AA005,"-25,385903","-49,206046",20/10/2015 08:09:16,812,"-25.385903"
AA005,"-25,384988","-49,205208",20/10/2015 08:09:03,812,"-25.384988"
AA005,"-25,384755","-49,204996",20/10/2015 08:08:58,812,"-25.384755"
AA005,"-25,384556","-49,204733",20/10/2015 08:08:51,812,"-25.384556"
AA005,"-25,384773","-49,20438",20/10/2015 08:08:16,812,"-25.384773"
AA005,"-25,384956","-49,204148",20/10/2015 08:07:44,812,"-25.384956"
AA005,"-25,385185","-49,203918",20/10/2015 08:07:38,812,"-25.385185"
AA005,"-25,385408","-49,203713",20/10/2015 08:07:34,812,"-25.385408"
AA005,"-25,385496","-49,203428",20/10/2015 08:07:28,812,"-25.385496"
AA005,"-25,385013","-49,202926",20/10/2015 08:07:19,812,"-25.385013"
AA005,"-25,384948","-49,202873",20/10/2015 08:07:18,812,"-25.384948"
AA005,"-25,38466","-49,202656",20/10/2015 08:07:13,812,"-25.38466"
AA005,"-25,384541","-49,202388",20/10/2015 08:07:07,812,"-25.384541"
AA005,"-25,384656","-49,20221",20/10/2015 08:07:02,812,"-25.384656"
AA005,"-25,383751","-49,201393",20/10/2015 08:06:41,812,"-25.383751"
AA005,"-25,38354","-49,201183",20/10/2015 08:06:37,812,"-25.38354"
AA005,"-25,383375","-49,200945",20/10/2015 08:06:33,812,"-25.383375"
AA005,"-25,383356","-49,200885",20/10/2015 08:06:32,812,"-25.383356"
AA005,"-25,383256","-49,200408",20/10/2015 08:06:16,812,"-25.383256"
AA005,"-25,383181","-49,200043",20/10/2015 08:06:10,812,"-25.383181"
AA005,"-25,383163","-49,199958",20/10/2015 08:06:09,812,"-25.383163"
AA005,"-25,383076","-49,199546",20/10/2015 08:06:04,812,"-25.383076"
AA005,"-25,383058","-49,199471",20/10/2015 08:06:03,812,"-25.383058"
AA005,"-25,383021","-49,199326",20/10/2015 08:06:01,812,"-25.383021"
AA005,"-25,382915","-49,198823",20/10/2015 08:05:49,812,"-25.382915"
AA005,"-25,38287","-49,198513",20/10/2015 08:05:12,812,"-25.38287"
AA005,"-25,38287","-49,198503",20/10/2015 08:05:11,812,"-25.38287"
AA005,"-25,382806","-49,198225",20/10/2015 08:04:47,812,"-25.382806"
AA005,"-25,382608","-49,197248",20/10/2015 08:04:27,812,"-25.382608"
AA005,"-25,382603","-49,197206",20/10/2015 08:04:26,812,"-25.382603"
AA005,"-25,382525","-49,19681",20/10/2015 08:04:09,812,"-25.382525"
AA005,"-25,382475","-49,1966",20/10/2015 08:04:04,812,"-25.382475"
AA005,"-25,382403","-49,196261",20/10/2015 08:03:59,812,"-25.382403"
AA005,"-25,382386","-49,19621",20/10/2015 08:03:58,812,"-25.382386"
AA005,"-25,38224","-49,195445",20/10/2015 08:03:33,812,"-25.38224"
AA005,"-25,382076","-49,194655",20/10/2015 08:03:23,812,"-25.382076"
AA005,"-25,382","-49,194296",20/10/2015 08:03:18,812,"-25.382"
AA005,"-25,38201","-49,193986",20/10/2015 08:03:08,812,"-25.38201"
AA005,"-25,383818","-49,193726",20/10/2015 08:02:41,812,"-25.383818"
AA005,"-25,384113","-49,193686",20/10/2015 08:02:36,812,"-25.384113"
AA005,"-25,384376","-49,193423",20/10/2015 08:02:20,812,"-25.384376"
AA005,"-25,384616","-49,193091",20/10/2015 08:02:13,812,"-25.384616"
AA005,"-25,385265","-49,19225",20/10/2015 08:01:52,812,"-25.385265"
AA005,"-25,385438","-49,192035",20/10/2015 08:01:46,812,"-25.385438"
AA005,"-25,385525","-49,191886",20/10/2015 08:01:32,812,"-25.385525"
AA005,"-25,385616","-49,191766",20/10/2015 08:01:26,812,"-25.385616"
AA005,"-25,385845","-49,191538",20/10/2015 08:01:20,812,"-25.385845"
AA005,"-25,385903","-49,191345",20/10/2015 08:01:13,812,"-25.385903"
AA005,"-25,384948","-49,190486",20/10/2015 08:00:58,812,"-25.384948"
AA005,"-25,38482","-49,19036",20/10/2015 08:00:56,812,"-25.38482"
AA005,"-25,384656","-49,190203",20/10/2015 08:00:52,812,"-25.384656"
AA005,"-25,384125","-49,190768",20/10/2015 08:00:18,812,"-25.384125"
AA005,"-25,384038","-49,190891",20/10/2015 08:00:12,812,"-25.384038"
AA005,"-25,383486","-49,191655",20/10/2015 07:59:59,812,"-25.383486"
AA005,"-25,383455","-49,1917",20/10/2015 07:59:58,812,"-25.383455"
AA005,"-25,383256","-49,191966",20/10/2015 07:59:49,812,"-25.383256"
AA005,"-25,383033","-49,192175",20/10/2015 07:59:30,812,"-25.383033"
AA005,"-25,38279","-49,192271",20/10/2015 07:59:25,812,"-25.38279"
AA005,"-25,38252","-49,192383",20/10/2015 07:59:21,812,"-25.38252"
AA005,"-25,382391","-49,192433",20/10/2015 07:59:19,812,"-25.382391"
AA005,"-25,382223","-49,192505",20/10/2015 07:59:16,812,"-25.382223"
AA005,"-25,3819","-49,19269",20/10/2015 07:58:52,812,"-25.3819"
AA005,"-25,381695","-49,19279",20/10/2015 07:58:46,812,"-25.381695"
AA005,"-25,38158","-49,192835",20/10/2015 07:58:44,812,"-25.38158"
AA005,"-25,381128","-49,193026",20/10/2015 07:58:38,812,"-25.381128"
AA005,"-25,38086","-49,193136",20/10/2015 07:58:33,812,"-25.38086"
AA005,"-25,380793","-49,193165",20/10/2015 07:58:31,812,"-25.380793"
AA005,"-25,380766","-49,193175",20/10/2015 07:58:30,812,"-25.380766"
AA005,"-25,380478","-49,19323",20/10/2015 07:58:21,812,"-25.380478"
AA005,"-25,380371","-49,192933",20/10/2015 07:57:51,812,"-25.380371"
AA005,"-25,380353","-49,192845",20/10/2015 07:57:49,812,"-25.380353"
AA005,"-25,380273","-49,192495",20/10/2015 07:57:43,812,"-25.380273"
AA005,"-25,380223","-49,192308",20/10/2015 07:57:38,812,"-25.380223"
AA005,"-25,379906","-49,191038",20/10/2015 07:57:22,812,"-25.379906"
AA005,"-25,379778","-49,190573",20/10/2015 07:57:15,812,"-25.379778"
AA005,"-25,379745","-49,190458",20/10/2015 07:57:09,812,"-25.379745"
AA005,"-25,37969","-49,190261",20/10/2015 07:57:00,812,"-25.37969"
AA005,"-25,379628","-49,190043",20/10/2015 07:56:57,812,"-25.379628"
AA005,"-25,379601","-49,18995",20/10/2015 07:56:56,812,"-25.379601"
AA005,"-25,379521","-49,189656",20/10/2015 07:56:53,812,"-25.379521"
AA005,"-25,379425","-49,189408",20/10/2015 07:56:49,812,"-25.379425"
AA005,"-25,379151","-49,189478",20/10/2015 07:56:43,812,"-25.379151"
AA005,"-25,379088","-49,189505",20/10/2015 07:56:42,812,"-25.379088"
AA005,"-25,37879","-49,18963",20/10/2015 07:56:36,812,"-25.37879"
AA005,"-25,378706","-49,189681",20/10/2015 07:56:15,812,"-25.378706"
AA005,"-25,3783","-49,189841",20/10/2015 07:56:05,812,"-25.3783"
AA005,"-25,378148","-49,189906",20/10/2015 07:56:02,812,"-25.378148"
AA005,"-25,377355","-49,190796",20/10/2015 07:55:51,812,"-25.377355"
AA005,"-25,376956","-49,191365",20/10/2015 07:55:43,812,"-25.376956"
AA005,"-25,376888","-49,191453",20/10/2015 07:55:41,812,"-25.376888"
AA005,"-25,376603","-49,191411",20/10/2015 07:55:05,812,"-25.376603"
AA005,"-25,37653","-49,191343",20/10/2015 07:55:02,812,"-25.37653"
AA005,"-25,376213","-49,191055",20/10/2015 07:54:57,812,"-25.376213"
AA005,"-25,375885","-49,190776",20/10/2015 07:54:53,812,"-25.375885"
AA005,"-25,375646","-49,190581",20/10/2015 07:54:50,812,"-25.375646"
AA005,"-25,375451","-49,190336",20/10/2015 07:54:45,812,"-25.375451"
AA005,"-25,3759","-49,189688",20/10/2015 07:54:35,812,"-25.3759"
AA005,"-25,376126","-49,189403",20/10/2015 07:54:30,812,"-25.376126"
AA005,"-25,376246","-49,189226",20/10/2015 07:54:13,812,"-25.376246"
AA005,"-25,376446","-49,188963",20/10/2015 07:54:05,812,"-25.376446"
AA005,"-25,376951","-49,188258",20/10/2015 07:53:54,812,"-25.376951"
AA005,"-25,377123","-49,188018",20/10/2015 07:53:50,812,"-25.377123"
AA005,"-25,37734","-49,1878",20/10/2015 07:53:42,812,"-25.37734"
AA005,"-25,37839","-49,18734",20/10/2015 07:53:27,812,"-25.37839"
AA005,"-25,378655","-49,187225",20/10/2015 07:53:22,812,"-25.378655"
AA005,"-25,378941","-49,18724",20/10/2015 07:53:13,812,"-25.378941"
AA005,"-25,379116","-49,187956",20/10/2015 07:53:04,812,"-25.379116"
AA005,"-25,379418","-49,189136",20/10/2015 07:52:48,812,"-25.379418"
