"VEIC"	"LAT"	"LON"	"DTHR"	"COD_LINHA"	"Distancia"	"timestamp"	"Duracao"
"1"	"AA005"	-25.398433	-49.211905	"20/10/2015 18:53:17"	812	0	2015-10-20 18:53:17	0
"2"	"AA005"	-25.398546	-49.211925	"20/10/2015 18:43:16"	812	0.000114756263444422	2015-10-20 18:43:16	10.0166666666667
"3"	"AA005"	-25.398448	-49.21203	"20/10/2015 18:33:15"	812	0.000258384255144459	2015-10-20 18:33:15	20.0333333333333
"4"	"AA005"	-25.398323	-49.212036	"20/10/2015 18:23:14"	812	0.000383528172292876	2015-10-20 18:23:14	30.05
"5"	"AA005"	-25.398595	-49.21202	"20/10/2015 18:16:46"	812	0.000655998354146354	2015-10-20 18:16:46	36.5166666666667
"6"	"AA005"	-25.398325	-49.211991	"20/10/2015 18:11:12"	812	0.000927551295578632	2015-10-20 18:11:12	42.0833333333333
"7"	"AA005"	-25.398426	-49.212041	"20/10/2015 18:01:11"	812	0.00104025000897114	2015-10-20 18:01:11	52.1
"8"	"AA005"	-25.398416	-49.21201	"20/10/2015 17:51:10"	812	0.00107282300392073	2015-10-20 17:51:10	62.1166666666667
"9"	"AA005"	-25.398405	-49.211986	"20/10/2015 17:41:09"	812	0.00109922376148247	2015-10-20 17:41:09	72.1333333333333
"10"	"AA005"	-25.398416	-49.212013	"20/10/2015 17:31:08"	812	0.00112837852095304	2015-10-20 17:31:08	82.15
"11"	"AA005"	-25.398566	-49.211908	"20/10/2015 17:27:14"	812	0.00131147685518604	2015-10-20 17:27:14	86.05
"12"	"AA005"	-25.398833	-49.211995	"20/10/2015 17:27:03"	812	0.00159229352135917	2015-10-20 17:27:03	97.05
"13"	"AA005"	-25.399021	-49.212245	"20/10/2015 17:26:52"	812	0.00190509377711534	2015-10-20 17:26:52	108.05
"14"	"AA005"	-25.39901	-49.212556	"20/10/2015 17:26:43"	812	0.0022162882500704	2015-10-20 17:26:43	117.05
"15"	"AA005"	-25.39877	-49.212725	"20/10/2015 17:22:12"	812	0.00250982019041187	2015-10-20 17:22:12	121.566666666667
"16"	"AA005"	-25.398505	-49.212666	"20/10/2015 17:19:38"	812	0.0027813086800379	2015-10-20 17:19:38	124.133333333333
"17"	"AA005"	-25.398743	-49.212503	"20/10/2015 17:19:05"	812	0.00306977531589023	2015-10-20 17:19:05	157.133333333333
"18"	"AA005"	-25.398571	-49.212733	"20/10/2015 17:17:17"	812	0.00335697559444269	2015-10-20 17:17:17	158.933333333333
"19"	"AA005"	-25.39884	-49.2127	"20/10/2015 17:11:45"	812	0.00362799219909969	2015-10-20 17:11:45	164.466666666667
"20"	"AA005"	-25.399045	-49.212913	"20/10/2015 17:09:50"	812	0.00392361696125844	2015-10-20 17:09:50	166.383333333333
"21"	"AA005"	-25.398806	-49.213056	"20/10/2015 17:06:37"	812	0.0042021308747361	2015-10-20 17:06:37	169.6
"22"	"AA005"	-25.398601	-49.213053	"20/10/2015 17:06:17"	812	0.00440715282478159	2015-10-20 17:06:17	189.6
"23"	"AA005"	-25.398776	-49.21279	"20/10/2015 17:06:09"	812	0.00472305470828791	2015-10-20 17:06:09	197.6
"24"	"AA005"	-25.399008	-49.21256	"20/10/2015 17:06:03"	812	0.00504974110224424	2015-10-20 17:06:03	203.6
"25"	"AA005"	-25.399053	-49.212261	"20/10/2015 17:05:57"	812	0.00535210842852673	2015-10-20 17:05:57	209.6
"26"	"AA005"	-25.398781	-49.21218	"20/10/2015 17:05:44"	812	0.00563591293870879	2015-10-20 17:05:44	222.6
"27"	"AA005"	-25.398491	-49.212215	"20/10/2015 17:05:35"	812	0.00592801737208852	2015-10-20 17:05:35	231.6
"28"	"AA005"	-25.398368	-49.212056	"20/10/2015 17:04:40"	812	0.00612903975890346	2015-10-20 17:04:40	286.6
"29"	"AA005"	-25.398376	-49.212058	"20/10/2015 16:54:39"	812	0.00613728597015283	2015-10-20 16:54:39	296.616666666667
"30"	"AA005"	-25.39843	-49.21208	"20/10/2015 16:44:38"	812	0.00619559548910383	2015-10-20 16:44:38	306.633333333333
"31"	"AA005"	-25.398385	-49.212101	"20/10/2015 16:34:37"	812	0.00624525432517425	2015-10-20 16:34:37	316.65
"32"	"AA005"	-25.398398	-49.212085	"20/10/2015 16:24:36"	812	0.00626586985329803	2015-10-20 16:24:36	326.666666666667
"33"	"AA005"	-25.398388	-49.212108	"20/10/2015 16:14:35"	812	0.00629094972570472	2015-10-20 16:14:35	336.683333333333
"34"	"AA005"	-25.398303	-49.212148	"20/10/2015 16:04:34"	812	0.00638489119684627	2015-10-20 16:04:34	346.7
"35"	"AA005"	-25.39803	-49.21218	"20/10/2015 16:03:22"	812	0.00665976025658165	2015-10-20 16:03:22	347.9
"36"	"AA005"	-25.398295	-49.212101	"20/10/2015 16:01:11"	812	0.00693628511984207	2015-10-20 16:01:11	350.083333333333
"37"	"AA005"	-25.407501	-49.218888	"20/10/2015 08:39:56"	812	0.0183736714034306	2015-10-20 08:39:56	357.4375
"38"	"AA005"	-25.408313	-49.219223	"20/10/2015 08:38:55"	812	0.0192520614079271	2015-10-20 08:38:55	358.454166666667
"39"	"AA005"	-25.408466	-49.219288	"20/10/2015 08:38:52"	812	0.0194182961816666	2015-10-20 08:38:52	361.454166666667
"40"	"AA005"	-25.411121	-49.220478	"20/10/2015 08:38:28"	812	0.0223277849683792	2015-10-20 08:38:28	385.454166666667
"41"	"AA005"	-25.413006	-49.221373	"20/10/2015 08:38:08"	812	0.0244144689406165	2015-10-20 08:38:08	405.454166666667
"42"	"AA005"	-25.413278	-49.221505	"20/10/2015 08:38:04"	812	0.024716806500307	2015-10-20 08:38:04	409.454166666667
"43"	"AA005"	-25.413555	-49.22144	"20/10/2015 08:37:57"	812	0.0250013306644833	2015-10-20 08:37:57	416.454166666667
"44"	"AA005"	-25.413495	-49.221131	"20/10/2015 08:37:52"	812	0.0253161020100671	2015-10-20 08:37:52	421.454166666667
"45"	"AA005"	-25.413233	-49.221046	"20/10/2015 08:37:46"	812	0.0255915452891635	2015-10-20 08:37:46	427.454166666667
"46"	"AA005"	-25.4122	-49.221528	"20/10/2015 08:37:36"	812	0.0267314632686711	2015-10-20 08:37:36	437.454166666667
"47"	"AA005"	-25.4104	-49.222443	"20/10/2015 08:37:13"	812	0.0287506772246441	2015-10-20 08:37:13	460.454166666667
"48"	"AA005"	-25.410088	-49.222596	"20/10/2015 08:37:08"	812	0.0290981725483565	2015-10-20 08:37:08	465.454166666667
"49"	"AA005"	-25.409843	-49.222761	"20/10/2015 08:35:51"	812	0.0293935536581085	2015-10-20 08:35:51	466.7375
"50"	"AA005"	-25.409451	-49.222805	"20/10/2015 08:35:44"	812	0.0297880153165731	2015-10-20 08:35:44	473.7375
"51"	"AA005"	-25.409168	-49.222823	"20/10/2015 08:35:40"	812	0.0300715871769536	2015-10-20 08:35:40	477.7375
"52"	"AA005"	-25.40914	-49.222041	"20/10/2015 08:35:30"	812	0.0308540882951646	2015-10-20 08:35:30	487.7375
"53"	"AA005"	-25.409193	-49.221705	"20/10/2015 08:35:25"	812	0.0311942426718789	2015-10-20 08:35:25	492.7375
"54"	"AA005"	-25.409103	-49.22141	"20/10/2015 08:35:16"	812	0.0315026660821449	2015-10-20 08:35:16	501.7375
"55"	"AA005"	-25.408806	-49.22137	"20/10/2015 08:34:28"	812	0.0318023475797417	2015-10-20 08:34:28	549.7375
"56"	"AA005"	-25.408695	-49.221375	"20/10/2015 08:34:25"	812	0.0319134601352848	2015-10-20 08:34:25	552.7375
"57"	"AA005"	-25.405993	-49.221361	"20/10/2015 08:34:01"	812	0.0346154964044743	2015-10-20 08:34:01	576.7375
"58"	"AA005"	-25.405668	-49.221368	"20/10/2015 08:33:58"	812	0.034940571780349	2015-10-20 08:33:58	579.7375
"59"	"AA005"	-25.40536	-49.221325	"20/10/2015 08:33:55"	812	0.0352515589183433	2015-10-20 08:33:55	582.7375
"60"	"AA005"	-25.405063	-49.22118	"20/10/2015 08:33:52"	812	0.0355820645915215	2015-10-20 08:33:52	585.7375
"61"	"AA005"	-25.404493	-49.22031	"20/10/2015 08:33:44"	812	0.0366221607409221	2015-10-20 08:33:44	593.7375
"62"	"AA005"	-25.404361	-49.220045	"20/10/2015 08:33:42"	812	0.0369182164789152	2015-10-20 08:33:42	595.7375
"63"	"AA005"	-25.404196	-49.219805	"20/10/2015 08:33:40"	812	0.0372094637964993	2015-10-20 08:33:40	597.7375
"64"	"AA005"	-25.403888	-49.219538	"20/10/2015 08:33:37"	812	0.0376170824908703	2015-10-20 08:33:37	600.7375
"65"	"AA005"	-25.403521	-49.219373	"20/10/2015 08:33:34"	812	0.0380194678782774	2015-10-20 08:33:34	603.7375
"66"	"AA005"	-25.403145	-49.219351	"20/10/2015 08:33:31"	812	0.0383961109453872	2015-10-20 08:33:31	606.7375
"67"	"AA005"	-25.40257	-49.219596	"20/10/2015 08:33:26"	812	0.039021130945065	2015-10-20 08:33:26	611.7375
"68"	"AA005"	-25.40224	-49.219801	"20/10/2015 08:33:23"	812	0.0394096216141919	2015-10-20 08:33:23	614.7375
"69"	"AA005"	-25.401328	-49.219811	"20/10/2015 08:33:16"	812	0.0403216764371051	2015-10-20 08:33:16	621.7375
"70"	"AA005"	-25.400936	-49.21975	"20/10/2015 08:33:13"	812	0.0407183942209247	2015-10-20 08:33:13	624.7375
"71"	"AA005"	-25.400576	-49.219823	"20/10/2015 08:33:10"	812	0.0410857210508738	2015-10-20 08:33:10	627.7375
"72"	"AA005"	-25.400281	-49.220023	"20/10/2015 08:33:07"	812	0.0414421267186185	2015-10-20 08:33:07	630.7375
"73"	"AA005"	-25.400063	-49.220308	"20/10/2015 08:33:04"	812	0.0418009428275143	2015-10-20 08:33:04	633.7375
"74"	"AA005"	-25.3999	-49.220611	"20/10/2015 08:33:01"	812	0.0421450038686063	2015-10-20 08:33:01	636.7375
"75"	"AA005"	-25.399653	-49.220806	"20/10/2015 08:32:58"	812	0.0424597005479676	2015-10-20 08:32:58	639.7375
"76"	"AA005"	-25.399363	-49.220886	"20/10/2015 08:32:55"	812	0.0427605327270963	2015-10-20 08:32:55	642.7375
"77"	"AA005"	-25.39865	-49.221896	"20/10/2015 08:32:38"	812	0.0439968453898169	2015-10-20 08:32:38	659.7375
"78"	"AA005"	-25.397716	-49.223746	"20/10/2015 08:32:16"	812	0.0460692488254424	2015-10-20 08:32:16	681.7375
"79"	"AA005"	-25.397555	-49.224045	"20/10/2015 08:32:13"	812	0.0464088397558255	2015-10-20 08:32:13	684.7375
"80"	"AA005"	-25.396895	-49.224905	"20/10/2015 08:32:04"	812	0.0474929061744572	2015-10-20 08:32:04	693.7375
"81"	"AA005"	-25.396475	-49.225345	"20/10/2015 08:31:59"	812	0.0481011824274866	2015-10-20 08:31:59	698.7375
"82"	"AA005"	-25.393875	-49.227498	"20/10/2015 08:31:20"	812	0.0514768910938241	2015-10-20 08:31:20	737.7375
"83"	"AA005"	-25.393658	-49.227681	"20/10/2015 08:31:16"	812	0.0517607537366659	2015-10-20 08:31:16	741.7375
"84"	"AA005"	-25.393471	-49.227923	"20/10/2015 08:31:08"	812	0.0520665853897021	2015-10-20 08:31:08	749.7375
"85"	"AA005"	-25.393733	-49.228323	"20/10/2015 08:31:02"	812	0.052544752724434	2015-10-20 08:31:02	755.7375
"86"	"AA005"	-25.393951	-49.22865	"20/10/2015 08:30:58"	812	0.0529377578134586	2015-10-20 08:30:58	759.7375
"87"	"AA005"	-25.394253	-49.229133	"20/10/2015 08:30:51"	812	0.0535074006840313	2015-10-20 08:30:51	766.7375
"88"	"AA005"	-25.394368	-49.22931	"20/10/2015 08:30:28"	812	0.0537184788685993	2015-10-20 08:30:28	789.7375
"89"	"AA005"	-25.394413	-49.229388	"20/10/2015 08:30:26"	812	0.0538085288547199	2015-10-20 08:30:26	791.7375
"90"	"AA005"	-25.39484	-49.230031	"20/10/2015 08:30:19"	812	0.054580395423496	2015-10-20 08:30:19	798.7375
"91"	"AA005"	-25.394906	-49.23013	"20/10/2015 08:30:18"	812	0.0546993786155914	2015-10-20 08:30:18	799.7375
"92"	"AA005"	-25.395135	-49.230488	"20/10/2015 08:30:14"	812	0.0551243550855275	2015-10-20 08:30:14	803.7375
"93"	"AA005"	-25.395451	-49.230973	"20/10/2015 08:30:07"	812	0.0557032168997791	2015-10-20 08:30:07	810.7375
"94"	"AA005"	-25.395568	-49.231153	"20/10/2015 08:29:45"	812	0.0559179003877329	2015-10-20 08:29:45	832.7375
"95"	"AA005"	-25.395656	-49.231301	"20/10/2015 08:29:41"	812	0.0560900863337347	2015-10-20 08:29:41	836.7375
