"VEIC"	"LAT"	"LON"	"DTHR"	"COD_LINHA"	"Distancia"	"timestamp"	"Duracao"
"1"	"AA005"	-25.39411	-49.240696	"20/10/2015 08:25:53"	222	0	2015-10-20 08:25:53	0
"2"	"AA005"	-25.393975	-49.240878	"20/10/2015 08:25:50"	222	0.000226603177384858	2015-10-20 08:25:50	3
"3"	"AA005"	-25.393691	-49.241218	"20/10/2015 08:25:11"	222	0.000669611077993031	2015-10-20 08:25:11	42
"4"	"AA005"	-25.393518	-49.24145	"20/10/2015 08:25:05"	222	0.00095901218372456	2015-10-20 08:25:05	48
"5"	"AA005"	-25.393258	-49.241601	"20/10/2015 08:24:46"	222	0.00125967977426462	2015-10-20 08:24:46	67
"6"	"AA005"	-25.39313	-49.24149	"20/10/2015 08:24:41"	222	0.00142910527411902	2015-10-20 08:24:41	72
"7"	"AA005"	-25.393188	-49.241185	"20/10/2015 08:24:34"	222	0.00173957105322887	2015-10-20 08:24:34	79
"8"	"AA005"	-25.393285	-49.241036	"20/10/2015 08:21:36"	222	0.00191736306654827	2015-10-20 08:21:36	81.9666666666667
"9"	"AA005"	-25.393435	-49.240871	"20/10/2015 08:21:28"	222	0.00214035409776095	2015-10-20 08:21:28	89.9666666666667
"10"	"AA005"	-25.393708	-49.240993	"20/10/2015 08:21:21"	222	0.00243937416397911	2015-10-20 08:21:21	96.9666666666667
"11"	"AA005"	-25.394008	-49.240708	"20/10/2015 08:21:13"	222	0.00285316759070619	2015-10-20 08:21:13	104.966666666667
"12"	"AA005"	-25.394335	-49.240283	"20/10/2015 08:21:06"	222	0.00338940820834098	2015-10-20 08:21:06	111.966666666667
"13"	"AA005"	-25.394543	-49.24001	"20/10/2015 08:21:00"	222	0.00373261805668275	2015-10-20 08:21:00	117.966666666667
"14"	"AA005"	-25.394721	-49.239823	"20/10/2015 08:20:37"	222	0.00399079047968615	2015-10-20 08:20:37	140.966666666667
"15"	"AA005"	-25.394811	-49.239743	"20/10/2015 08:20:32"	222	0.0041112064254769	2015-10-20 08:20:32	145.966666666667
"16"	"AA005"	-25.394986	-49.239631	"20/10/2015 08:20:28"	222	0.00431897793458793	2015-10-20 08:20:28	149.966666666667
"17"	"AA005"	-25.395195	-49.2395	"20/10/2015 08:20:07"	222	0.00456563964625301	2015-10-20 08:20:07	170.966666666667
"18"	"AA005"	-25.39523	-49.239476	"20/10/2015 08:20:04"	222	0.0046080778365991	2015-10-20 08:20:04	173.966666666667
"19"	"AA005"	-25.395498	-49.239275	"20/10/2015 08:19:59"	222	0.00494307783660028	2015-10-20 08:19:59	178.966666666667
"20"	"AA005"	-25.395565	-49.239223	"20/10/2015 08:19:58"	222	0.00502788939241569	2015-10-20 08:19:58	179.966666666667
"21"	"AA005"	-25.396736	-49.238345	"20/10/2015 08:19:42"	222	0.00649148940608022	2015-10-20 08:19:42	195.966666666667
"22"	"AA005"	-25.396855	-49.238258	"20/10/2015 08:19:40"	222	0.00663890039617128	2015-10-20 08:19:40	197.966666666667
"23"	"AA005"	-25.396906	-49.238218	"20/10/2015 08:19:39"	222	0.00670371551786485	2015-10-20 08:19:39	198.966666666667
"24"	"AA005"	-25.397123	-49.237973	"20/10/2015 08:19:23"	222	0.00703099827024108	2015-10-20 08:19:23	214.966666666667
"25"	"AA005"	-25.397458	-49.237721	"20/10/2015 08:19:16"	222	0.00745019869962766	2015-10-20 08:19:16	221.966666666667
"26"	"AA005"	-25.397523	-49.237673	"20/10/2015 08:19:15"	222	0.00753100092731894	2015-10-20 08:19:15	222.966666666667
"27"	"AA005"	-25.397766	-49.237455	"20/10/2015 08:19:11"	222	0.00785745613098738	2015-10-20 08:19:11	226.966666666667
"28"	"AA005"	-25.39782	-49.2374	"20/10/2015 08:19:10"	222	0.00793453401367386	2015-10-20 08:19:10	227.966666666667
"29"	"AA005"	-25.398085	-49.237171	"20/10/2015 08:19:04"	222	0.00828477107624926	2015-10-20 08:19:04	233.966666666667
"30"	"AA005"	-25.398016	-49.23694	"20/10/2015 08:18:53"	222	0.00852585612348305	2015-10-20 08:18:53	244.966666666667
"31"	"AA005"	-25.39778	-49.236578	"20/10/2015 08:18:36"	222	0.00895799036188075	2015-10-20 08:18:36	261.966666666667
"32"	"AA005"	-25.397676	-49.236431	"20/10/2015 08:18:32"	222	0.00913805979293328	2015-10-20 08:18:32	265.966666666667
"33"	"AA005"	-25.397511	-49.236163	"20/10/2015 08:18:22"	222	0.00945278030386741	2015-10-20 08:18:22	275.966666666667
"34"	"AA005"	-25.397973	-49.235685	"20/10/2015 08:18:11"	222	0.0101175569580904	2015-10-20 08:18:11	286.966666666667
"35"	"AA005"	-25.398243	-49.235481	"20/10/2015 08:18:05"	222	0.0104559590857416	2015-10-20 08:18:05	292.966666666667
"36"	"AA005"	-25.398161	-49.235185	"20/10/2015 08:18:00"	222	0.0107631072584516	2015-10-20 08:18:00	297.966666666667
"37"	"AA005"	-25.39796	-49.23488	"20/10/2015 08:17:56"	222	0.0111283824971456	2015-10-20 08:17:56	301.966666666667
"38"	"AA005"	-25.397653	-49.234403	"20/10/2015 08:17:50"	222	0.0116956372899843	2015-10-20 08:17:50	307.966666666667
"39"	"AA005"	-25.397475	-49.234128	"20/10/2015 08:17:46"	222	0.0120232178144366	2015-10-20 08:17:46	311.966666666667
"40"	"AA005"	-25.396991	-49.233341	"20/10/2015 08:17:38"	222	0.012947136100863	2015-10-20 08:17:38	319.966666666667
"41"	"AA005"	-25.39648	-49.232575	"20/10/2015 08:17:31"	222	0.013867938468371	2015-10-20 08:17:31	326.966666666667
"42"	"AA005"	-25.39641	-49.23247	"20/10/2015 08:17:30"	222	0.0139941327630109	2015-10-20 08:17:30	327.966666666667
"43"	"AA005"	-25.395971	-49.231796	"20/10/2015 08:17:24"	222	0.014798494000264	2015-10-20 08:17:24	333.966666666667
"44"	"AA005"	-25.39549	-49.231078	"20/10/2015 08:17:18"	222	0.0156627190866909	2015-10-20 08:17:18	339.966666666667
"45"	"AA005"	-25.394931	-49.230206	"20/10/2015 08:17:10"	222	0.0166985110542155	2015-10-20 08:17:10	347.966666666667
"46"	"AA005"	-25.394865	-49.230105	"20/10/2015 08:17:09"	222	0.016819163447479	2015-10-20 08:17:09	348.966666666667
"47"	"AA005"	-25.394363	-49.229348	"20/10/2015 08:17:00"	222	0.01772748772878	2015-10-20 08:17:00	357.966666666667
"48"	"AA005"	-25.39424	-49.229175	"20/10/2015 08:16:57"	222	0.0179397564264275	2015-10-20 08:16:57	360.966666666667
"49"	"AA005"	-25.393956	-49.228755	"20/10/2015 08:16:39"	222	0.0184467633297325	2015-10-20 08:16:39	378.966666666667
"50"	"AA005"	-25.393715	-49.22837	"20/10/2015 08:16:32"	222	0.0189009725326342	2015-10-20 08:16:32	385.966666666667
