"VEIC"	"LAT"	"LON"	"DTHR"	"COD_LINHA"	"Distancia"	"timestamp"	"Duracao"
"1"	"AA006"	-25.437766	-49.36363	"20/10/2015 19:40:40"	822	0	2015-10-20 19:40:40	0
"2"	"AA006"	-25.437761	-49.363588	"20/10/2015 19:40:39"	822	4.22965719658386e-05	2015-10-20 19:40:39	1
"3"	"AA006"	-25.437748	-49.363481	"20/10/2015 19:40:36"	822	0.000150083398618948	2015-10-20 19:40:36	4
"4"	"AA006"	-25.437691	-49.363178	"20/10/2015 19:40:12"	822	0.00045839817283718	2015-10-20 19:40:12	28
"5"	"AA006"	-25.437421	-49.363143	"20/10/2015 19:40:06"	822	0.000730657240638454	2015-10-20 19:40:06	34
"6"	"AA006"	-25.437046	-49.363148	"20/10/2015 19:40:01"	822	0.00110569057249225	2015-10-20 19:40:01	39
"7"	"AA006"	-25.436895	-49.363148	"20/10/2015 19:39:59"	822	0.00125669057249115	2015-10-20 19:39:59	41
"8"	"AA006"	-25.436618	-49.36315	"20/10/2015 19:39:55"	822	0.00153369779261415	2015-10-20 19:39:55	45
"9"	"AA006"	-25.436296	-49.36308	"20/10/2015 19:39:49"	822	0.00186321865690124	2015-10-20 19:39:49	51
"10"	"AA006"	-25.436256	-49.362778	"20/10/2015 19:39:44"	822	0.00216785614638432	2015-10-20 19:39:44	56
"11"	"AA006"	-25.436258	-49.362335	"20/10/2015 19:39:38"	822	0.00261086066103108	2015-10-20 19:39:38	62
"12"	"AA006"	-25.436246	-49.36176	"20/10/2015 19:39:08"	822	0.00318598586479593	2015-10-20 19:39:08	92
"13"	"AA006"	-25.436241	-49.361673	"20/10/2015 19:39:06"	822	0.00327312942450568	2015-10-20 19:39:06	94
"14"	"AA006"	-25.43648	-49.36149	"20/10/2015 19:38:57"	822	0.00357414437430086	2015-10-20 19:38:57	103
"15"	"AA006"	-25.437385	-49.361513	"20/10/2015 19:38:39"	822	0.00447943659231614	2015-10-20 19:38:39	121
"16"	"AA006"	-25.43744	-49.361515	"20/10/2015 19:38:38"	822	0.00453447294393892	2015-10-20 19:38:38	122
"17"	"AA006"	-25.437543	-49.361523	"20/10/2015 19:38:36"	822	0.00463778315640896	2015-10-20 19:38:36	124
"18"	"AA006"	-25.437816	-49.36144	"20/10/2015 19:38:16"	822	0.00492312155200164	2015-10-20 19:38:16	144
